RecordDate;Duration_sec;Country;Language;physical_contact__1;physical_contact__2;physical_contact__3;physical_contact__4;physical_contact__5;physical_hygiene__1;physical_hygiene__2;physical_hygiene__3;physical_hygiene__4;physical_hygiene__5;policy_support__1;policy_support__2;policy_support__3;policy_support__4;policy_support__5;generosity__1;generosity__2;generosity__3;psych_wellbeing1;psych_wellbeing2;collective_narcis__1;collective_narcis__2;collective_narcis__3;national_identity__1;national_identity__2;Conspiracy_theories__1;Conspiracy_theories__2;Conspiracy_theories__3;Conspiracy_theories__4;open_mindedness__1;open_mindedness__2;open_mindedness__3;open_mindedness__4;open_mindedness__5;open_mindedness__6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging__1;social_belonging__2;social_belonging__3;social_belonging__4;trait_self.control__1;trait_self.control__2;trait_self.control__3;trait_self.control__4;Self.esteem;Narcissism__1;Narcissism__2;Narcissism__3;Narcissism__4;Narcissism__5;Narcissism__6;Moral_ID__1;Moral_ID__2;Moral_ID__3;Moral_ID__4;Moral_ID__5;Moral_ID__6;Moral_ID__7;Moral_ID__8;Moral_ID__9;Moral_ID__10;risk_perception__1;risk_perception__2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;Ladder;urban;tested_positive;know_tested_positive;AttCheck_nobots;AttCheck2;;;
23-May-2020 04:32:00;1608;SINGAPORE;EN-GB;10;0;10;10;10;8;8;10;3;4;10;10;10;10;10;60;20;20;2;6;3;3;3;6;2;8;8;8;6;2;10;10;10;0;0;7;5;10;10;5;0;10;7;5;5;4;7;9;5;7;2;5;8;0;0;0;0;0;2;8;8;5;0;3;0;3;0;0;7;70;80;5;1;5;25;3;7;2;NA;48;3;4;1;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 04:37:00;2266;SINGAPORE;EN-GB;7;6;8;7;7;8;7;8;7;7;7;7;7;8;8;0;80;20;8;8;8;6;8;7;7;7;7;6;8;7;8;7;8;8;8;7;7;7;6;8;7;8;8;7;8;7;7;6;7;8;7;8;7;7;7;8;7;6;7;8;7;8;8;7;8;7;7;7;7;80;70;7;10;8;2;4;10;2;NA;29;3;2;1;NA;6;1;1;2;213;8;NA;NA;NA
23-May-2020 04:57:00;614;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;7;4;8;10;10;6;9;60;40;0;4;3;2;8;6;6;7;4;3;4;6;6;7;6;8;0;3;3;3;7;6;3;3;7;3;4;6;2;2;3;2;4;7;4;6;8;6;4;6;2;6;8;6;3;2;3;4;4;6;1;6;30;40;5;1;4;25;3;4;2;NA;25;1;0;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 04:59:00;725;SINGAPORE;EN-GB;5;5;5;5;5;10;10;10;10;2;5;5;0;5;5;100;0;0;5;7;0;5;5;9;4;3;3;0;0;5;10;8;7;0;2;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;5;5;5;30;30;5;16;7;25;3;7;2;NA;27;1;0;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 05:32:00;861;SINGAPORE;EN-GB;9;0;6;6;8;7;7;10;3;4;7;6;5;7;6;100;0;0;6;6;8;9;6;8;7;2;2;2;2;6;8;7;8;2;4;7;6;8;7;4;4;8;6;7;6;5;7;7;3;4;7;7;5;3;8;7;3;3;5;9;7;4;1;7;6;3;7;4;8;20;20;7;3;5;50;3;7;1;NA;42;3;1;1;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 05:48:00;1594;SINGAPORE;EN-GB;10;0;10;10;10;3;3;5;3;7;5;5;5;5;5;50;25;25;7;10;5;5;5;10;10;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;10;10;5;5;10;5;5;5;8;4;5;3;1;6;4;0;5;5;3;0;8;9;10;0;9;9;50;60;5;16;5;50;300;16;2;NA;26;3;1;6;Housewife;6;1;2;2;213;7;NA;NA;NA
23-May-2020 05:50:00;1060;SINGAPORE;EN-GB;10;0;10;10;10;8;10;10;10;8;7;7;7;8;10;50;25;25;4;4;4;5;6;10;8;4;3;1;0;4;8;8;8;0;3;7;6;9;7;6;7;9;5;5;5;5;5;6;7;6;5;5;3;5;5;4;5;3;4;10;7;6;0;5;5;3;5;4;7;30;50;5;12;7;50;300;4;2;NA;31;1;0;1;NA;7;3;1;1;213;0;NA;NA;NA
23-May-2020 05:55:00;1151;SINGAPORE;EN-GB;10;0;10;10;10;7;7;7;6;1;3;8;4;9;9;40;30;30;10;8;7;7;5;10;10;5;2;2;2;5;10;10;10;3;3;8;8;8;8;7;8;5;9;9;10;10;10;10;9;9;2;2;10;6;6;3;7;7;5;8;8;8;1;5;5;3;6;7;8;50;60;5;16;6;50;3;4;2;NA;51;3;1;1;NA;5;1;1;1;213;3;NA;NA;NA
23-May-2020 05:59:00;519;SINGAPORE;EN-GB;7;8;8;6;7;8;7;7;8;8;7;8;8;8;7;80;20;0;7;7;8;8;7;8;7;8;8;7;8;7;8;7;7;8;8;7;8;8;7;8;8;8;7;8;7;8;8;8;7;8;8;7;8;7;8;8;7;7;8;8;7;7;8;8;7;7;8;8;7;20;20;8;8;7;25;3;7;2;NA;47;3;2;1;NA;3;1;1;1;213;7;NA;NA;NA
23-May-2020 06:07:00;2152;SINGAPORE;EN-GB;10;0;9;10;10;9;9;9;9;9;9;9;0;9;9;50;40;10;4;3;1;9;9;10;10;1;1;1;2;4;8;9;9;0;0;9;1;3;3;2;8;9;4;6;9;2;7;7;0;0;0;3;2;2;2;1;3;1;0;10;10;4;0;7;7;9;1;1;10;80;80;4;5;4;50;900;16;1;NA;43;3;3;1;NA;8;1;2;2;213;0;NA;NA;NA
23-May-2020 06:12:00;968;SINGAPORE;EN-GB;8;6;7;8;7;8;7;7;7;7;9;9;9;9;10;70;15;15;8;7;7;7;6;10;10;7;8;7;8;7;7;7;7;7;7;8;7;8;7;8;7;8;8;8;7;7;8;8;7;8;7;7;6;7;8;7;6;7;5;7;7;6;6;6;7;7;7;8;8;70;80;7;10;8;50;300;4;1;NA;38;2;0;1;NA;4;1;1;1;213;7;NA;NA;NA
23-May-2020 06:29:00;1357;SINGAPORE;EN-GB;10;0;10;8;10;10;10;10;0;9;6;9;3;10;10;0;100;0;6;8;6;8;6;7;2;0;0;0;0;3;10;10;10;0;0;8;7;8;6;5;9;10;8;8;7;8;7;9;9;9;2;5;7;6;7;0;7;5;0;10;10;5;0;6;7;0;0;1;10;10;10;4;14;6;25;3;7;1;NA;56;3;0;1;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 06:42:00;677;SINGAPORE;EN-GB;10;1;8;10;10;10;9;10;10;6;10;9;10;10;10;30;30;40;7;9;7;7;9;10;10;10;10;10;10;8;9;2;8;7;7;6;6;8;6;7;7;7;7;10;6;7;8;10;8;7;9;10;8;7;8;4;8;7;7;9;8;9;7;7;10;7;9;4;7;10;40;10;9;9;50;300;8;2;NA;21;1;0;1;NA;6;1;1;1;213;9;NA;NA;NA
23-May-2020 06:59:00;1616;SINGAPORE;EN-GB;10;0;10;10;7;8;9;10;8;10;9;10;3;9;10;90;5;5;5;5;8;6;5;10;10;5;4;4;4;2;8;7;9;3;4;7;6;6;7;3;6;2;6;6;8;6;8;8;6;7;3;4;7;9;8;4;8;3;3;8;9;5;4;7;5;4;5;6;6;0;0;5;16;10;25;3;4;2;NA;50;3;2;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 07:07:00;1236;SINGAPORE;EN-GB;8;10;10;9;10;9;9;9;6;9;7;7;6;8;10;90;10;0;4;6;7;7;6;9;9;1;0;1;0;8;8;9;9;1;2;10;7;9;7;7;6;7;6;6;6;6;6;6;8;7;7;7;7;7;5;2;8;6;1;0;10;6;0;7;6;0;6;7;10;20;20;6;4;NA;0;300;4;1;NA;58;1;0;2;NA;6;1;1;2;213;0;NA;NA;NA
23-May-2020 07:27:00;1213;SINGAPORE;EN-GB;9;9;9;9;9;8;7;7;6;NA;9;9;9;9;9;80;10;10;6;7;8;8;8;7;7;7;7;7;7;5;7;6;6;6;6;7;7;7;7;7;7;7;8;9;7;7;7;7;7;7;5;5;6;6;6;6;6;6;6;7;7;6;7;6;6;6;6;6;6;NA;NA;7;2;8;50;300;4;2;NA;57;1;0;1;NA;6;1;1;1;213;8;NA;NA;NA
23-May-2020 07:37:00;884;SINGAPORE;EN-GB;10;0;10;9;9;2;3;9;1;2;2;3;8;9;10;95;5;0;3;4;2;7;3;10;9;0;0;0;0;3;10;8;8;1;3;7;8;9;3;4;7;8;6;8;6;7;8;5;8;9;8;6;3;2;6;7;9;3;3;10;9;7;0;6;3;1;7;8;10;70;60;5;9;4;50;300;2;2;NA;23;2;0;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 07:50:00;1122;SINGAPORE;EN-GB;10;7;8;10;10;10;10;10;8;NA;7;7;7;7;7;60;20;20;7;8;6;6;7;6;6;7;7;6;6;7;7;7;6;6;7;8;9;7;7;8;9;9;6;7;7;8;8;6;7;6;7;7;7;8;7;8;7;7;7;7;7;7;8;8;8;7;6;7;8;60;60;7;1;8;50;900;8;1;NA;54;3;2;5;NA;4;1;1;1;213;7;NA;NA;NA
23-May-2020 08:23:00;1955;SINGAPORE;EN-GB;9;4;8;8;10;10;10;10;8;9;8;9;9;9;9;40;30;30;8;8;5;8;5;7;9;7;7;5;7;5;9;9;10;2;7;8;8;8;8;5;7;2;10;10;8;6;8;9;7;9;6;2;6;5;6;5;6;6;1;10;10;0;0;7;5;0;5;7;10;0;10;8;16;10;50;300;16;2;NA;35;3;0;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 08:25:00;2044;SINGAPORE;EN-GB;8;3;6;7;8;9;9;9;9;6;7;7;7;7;7;90;10;0;8;8;8;8;5;7;7;5;6;5;5;5;6;8;8;5;5;5;5;5;5;5;5;5;8;8;8;8;7;9;7;7;5;4;6;5;5;2;5;2;2;8;7;6;4;6;6;4;5;6;6;10;10;5;1;8;50;3;4;2;NA;50;3;3;6;Homemaker;4;1;1;1;213;6;NA;NA;NA
23-May-2020 08:32:00;13192;SINGAPORE;EN-GB;8;0;10;10;10;5;5;10;5;5;6;7;7;7;7;100;0;0;8;8;0;7;5;2;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;0;5;5;5;5;5;5;5;5;5;5;5;5;5;50;50;5;1;5;25;100;NA;2;NA;40;3;0;6;Homemaker;4;1;1;1;213;7;NA;NA;NA
23-May-2020 08:37:00;1025;SINGAPORE;EN-GB;4;3;5;3;3;7;6;6;3;3;4;4;3;4;4;100;0;0;6;5;5;4;3;6;6;2;2;2;2;3;7;7;7;2;2;6;3;6;5;3;4;6;6;6;7;8;7;7;7;7;5;3;5;4;6;3;6;4;3;7;7;2;2;5;5;3;5;3;7;10;10;5;3;6;25;300;4;1;NA;27;1;0;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 08:38:00;1520;SINGAPORE;EN-GB;2;4;4;7;7;8;7;3;4;6;8;7;6;2;1;90;5;5;7;1;8;7;2;10;9;9;7;9;7;7;1;3;2;8;6;1;3;6;4;7;6;3;7;6;3;7;8;7;1;4;6;7;7;7;6;3;6;9;6;7;6;8;3;4;7;6;3;2;9;60;30;2;4;9;50;3;4;2;NA;46;3;1;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 09:02:00;32783;SINGAPORE;EN-GB;10;0;5;10;9;10;10;10;5;4;10;10;10;10;10;80;10;10;8;8;5;10;6;6;6;0;0;0;0;5;10;10;10;8;0;5;10;10;10;10;10;10;10;10;0;0;0;0;0;5;5;10;1;10;10;10;10;0;0;10;7;0;0;5;5;8;10;10;10;0;10;5;16;10;25;300;4;1;NA;21;1;0;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 09:10:00;558;SINGAPORE;EN-GB;10;0;10;10;10;5;7;10;6;10;5;5;5;5;5;100;0;0;6;5;5;5;5;10;6;5;5;0;5;10;5;6;7;0;4;6;6;6;6;6;6;6;5;7;5;5;5;10;10;9;5;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;50;5;1;7;50;300;16;1;NA;29;3;0;1;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 09:26:00;10991;SINGAPORE;EN-GB;9;5;8;8;4;7;7;4;4;7;8;9;8;8;8;50;30;20;8;7;3;7;5;8;7;2;2;2;2;3;8;8;8;2;1;3;6;7;4;6;8;8;8;8;7;7;6;7;7;7;6;4;7;4;7;3;8;7;2;8;8;4;0;7;6;1;7;7;6;20;20;6;16;7;25;300;4;2;NA;20;1;0;4;NA;7;3;1;1;213;0;NA;NA;NA
23-May-2020 09:29:00;3897;SINGAPORE;EN-GB;10;0;10;10;10;2;7;10;3;10;10;10;10;10;10;80;10;10;3;7;1;5;2;10;10;0;0;0;0;1;9;9;9;0;5;5;5;1;7;1;8;1;8;5;5;9;9;5;9;9;5;3;9;1;10;5;4;2;1;7;5;0;0;0;0;5;3;1;5;10;10;5;16;8;50;3;4;1;NA;50;3;2;1;NA;4;1;1;1;213;7;NA;NA;NA
23-May-2020 09:50:00;1259;SINGAPORE;EN-GB;9;0;9;9;10;10;10;10;6;10;10;10;6;7;9;49;51;0;8;8;9;8;8;6;8;8;1;6;7;5;9;9;9;4;3;7;7;7;7;7;7;7;9;9;6;6;6;6;5;7;6;6;5;6;6;7;7;5;7;9;9;9;1;7;7;3;5;6;10;50;20;5;1;6;50;3;4;1;NA;36;3;1;1;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 10:44:00;1595;SINGAPORE;EN-GB;9;0;7;9;10;8;8;10;9;6;9;8;8;10;5;60;30;10;5;6;2;2;3;10;8;3;3;2;2;4;7;7;7;0;1;7;4;7;6;6;7;8;4;4;2;4;2;5;7;7;6;7;2;5;6;5;4;1;1;10;10;6;0;6;7;0;5;5;10;50;60;6;14;7;25;3;7;1;NA;29;3;0;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 11:19:00;1397;SINGAPORE;EN-GB;7;2;3;8;8;5;8;7;7;8;8;8;8;8;10;30;35;35;7;7;2;5;3;8;5;5;5;2;2;4;8;8;7;1;0;5;5;5;5;5;5;5;7;6;7;6;7;7;7;7;6;8;7;5;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;50;50;5;16;4;0;300;4;2;NA;24;2;0;1;NA;6;1;1;1;213;7;NA;NA;NA
23-May-2020 11:32:00;403;SINGAPORE;EN-GB;9;9;10;7;6;4;8;2;9;9;8;8;6;8;6;30;50;20;9;8;9;8;10;10;9;7;8;6;6;10;9;8;7;8;8;9;8;8;10;6;10;8;8;8;8;8;9;9;8;8;9;0;9;8;10;7;8;9;8;7;10;3;10;8;7;6;7;8;7;70;0;10;10;9;50;300;16;1;NA;28;1;0;1;NA;2;1;1;1;213;10;NA;NA;NA
23-May-2020 11:33:00;401;SINGAPORE;EN-GB;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;50;50;0;5;5;5;5;5;10;10;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;50;50;5;6;5;25;3;8;1;NA;26;1;0;1;NA;6;1;1;1;213;5;NA;NA;NA
23-May-2020 11:34:00;377;SINGAPORE;EN-GB;6;6;8;7;7;7;7;8;7;8;7;7;7;7;7;100;0;0;7;7;7;7;7;7;7;7;7;7;7;6;6;6;8;8;8;6;6;6;6;6;6;7;7;7;7;7;8;7;7;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;8;7;8;8;70;60;7;9;7;50;3;8;1;NA;42;3;0;1;NA;3;1;2;2;213;6;NA;NA;NA
23-May-2020 11:36:00;617;SINGAPORE;EN-GB;7;0;4;8;8;7;7;7;5;5;1;2;0;1;3;90;10;0;2;3;3;7;3;8;8;1;1;0;1;3;9;9;8;1;1;5;5;5;5;5;5;5;4;4;6;5;6;7;4;5;4;3;4;5;5;3;6;4;5;7;7;8;2;5;3;4;5;4;5;10;30;6;16;8;50;300;4;1;NA;50;1;0;1;NA;8;1;1;1;213;0;NA;NA;NA
23-May-2020 11:36:00;655;SINGAPORE;EN-GB;6;2;7;7;7;6;6;6;3;6;4;4;4;8;5;60;40;0;6;4;5;7;5;8;8;5;5;5;5;5;8;8;8;2;3;7;7;5;5;5;7;7;8;8;5;3;5;8;8;8;6;10;8;5;5;5;5;4;4;8;8;5;3;3;3;3;7;5;7;30;50;5;2;7;25;3;7;1;NA;22;2;0;4;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 11:36:00;598;SINGAPORE;EN-GB;10;0;10;10;10;8;9;10;7;10;8;9;2;9;10;30;70;0;7;8;5;5;6;10;10;4;4;4;4;4;9;9;9;0;3;8;8;8;9;7;9;9;8;8;8;7;7;7;7;9;8;7;8;7;6;4;7;6;2;10;10;7;0;7;6;0;6;6;10;30;10;5;3;8;25;3;7;1;NA;21;2;0;4;NA;7;1;1;2;213;0;NA;NA;NA
23-May-2020 11:37:00;689;SINGAPORE;EN-GB;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;50;25;25;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;50;50;5;8;5;0;900;8;2;NA;40;1;0;1;NA;6;1;1;1;213;5;NA;NA;NA
23-May-2020 11:37:00;668;SINGAPORE;EN-GB;8;0;5;9;10;7;7;8;7;5;9;9;9;9;9;60;40;0;3;2;5;5;5;9;7;5;5;5;5;4;8;8;8;0;0;5;5;7;7;5;5;5;7;8;5;8;7;7;5;9;5;6;7;2;2;0;1;5;1;7;7;0;3;3;3;4;0;0;6;20;40;5;5;4;50;3;2;1;NA;33;1;0;1;NA;8;2;1;1;213;5;NA;NA;NA
23-May-2020 11:37:00;572;SINGAPORE;EN-GB;10;0;10;10;10;3;5;7;2;0;9;5;5;9;3;100;0;0;0;1;0;1;0;0;0;5;9;5;2;6;9;9;10;0;3;5;0;5;0;0;6;0;2;2;1;5;7;8;7;7;2;2;4;2;6;9;5;1;5;4;0;0;0;0;0;9;0;0;0;0;0;2;1;8;50;3;4;2;NA;69;1;2;1;NA;9;1;1;1;213;0;NA;NA;NA
23-May-2020 11:38:00;701;SINGAPORE;EN-GB;8;1;7;9;9;7;8;9;8;8;7;8;8;7;8;60;25;15;8;8;7;8;2;8;5;7;7;7;7;3;7;7;7;7;7;6;7;8;9;3;5;3;7;7;6;8;8;8;7;9;1;1;8;3;8;2;8;7;2;7;8;7;2;8;7;7;7;7;7;60;70;6;8;8;50;300;4;1;NA;53;3;3;1;NA;3;1;1;1;213;6;NA;NA;NA
23-May-2020 11:38:00;717;SINGAPORE;EN-GB;8;8;8;7;8;8;8;8;8;8;8;9;7;9;8;0;50;50;7;8;7;7;8;7;9;8;8;8;7;8;7;7;9;7;8;7;7;10;7;7;9;7;7;10;7;7;9;8;8;8;8;7;8;8;8;7;8;9;7;8;8;7;9;8;9;7;8;7;9;80;80;8;11;7;50;50;0;1;NA;30;2;0;1;NA;2;1;2;2;213;6;NA;NA;NA
23-May-2020 11:38:00;607;SINGAPORE;EN-GB;9;1;8;8;10;10;10;10;6;6;6;8;9;8;10;70;25;5;6;4;3;7;6;8;8;1;1;0;2;3;8;8;9;2;3;6;4;5;7;7;4;8;7;8;7;7;8;8;4;7;6;6;7;3;6;4;8;6;2;10;7;3;1;4;5;2;6;6;8;10;20;6;6;6;25;3;7;1;NA;19;1;0;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 11:38:00;710;SINGAPORE;EN-GB;8;0;9;7;7;8;8;9;9;7;10;10;10;10;10;70;20;10;7;6;3;7;6;9;10;0;0;0;0;6;8;8;9;1;3;7;4;7;9;7;7;9;8;9;3;7;7;7;7;7;8;8;6;8;7;3;7;7;8;8;6;5;0;6;5;3;5;5;9;30;20;5;3;7;25;3;6;1;NA;24;2;0;1;NA;7;1;1;1;213;7;NA;NA;NA
23-May-2020 11:39:00;770;SINGAPORE;EN-GB;10;0;7;10;10;9;9;9;4;5;8;8;8;10;10;100;0;0;5;5;1;8;1;1;1;5;5;5;5;5;8;7;7;0;3;5;3;8;5;5;5;7;6;5;4;4;4;4;7;4;5;9;7;6;5;6;5;3;5;6;5;5;4;4;5;4;5;4;7;50;50;5;3;4;25;300;2;2;NA;28;1;0;3;NA;6;1;1;1;213;5;NA;NA;NA
23-May-2020 11:40:00;399;SINGAPORE;EN-GB;8;10;8;9;8;8;7;6;5;3;7;6;7;7;7;20;60;20;8;9;7;8;8;7;8;8;8;7;7;8;8;7;6;7;7;9;6;8;7;8;9;7;8;7;4;2;3;3;7;6;6;4;2;8;10;5;10;0;0;8;9;6;7;7;6;6;7;7;7;80;80;8;14;9;50;3;20;2;NA;25;2;0;1;NA;8;1;1;1;213;9;NA;NA;NA
23-May-2020 11:40:00;565;SINGAPORE;EN-GB;9;1;9;9;9;6;6;7;8;6;6;10;9;10;10;70;20;10;3;3;5;4;6;7;7;3;1;2;2;2;8;8;8;3;2;4;4;6;6;4;6;5;4;4;4;3;4;6;4;4;6;3;4;4;4;2;4;3;1;6;6;6;3;4;4;6;6;6;6;30;40;6;7;5;50;3;4;1;NA;52;3;0;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 11:41:00;777;SINGAPORE;EN-GB;8;3;7;7;9;8;8;8;9;9;7;9;6;8;9;80;15;5;6;6;5;5;5;8;9;8;7;7;7;2;8;8;8;2;3;7;7;7;8;7;7;7;7;7;6;6;5;7;8;8;4;6;6;6;7;6;6;6;5;7;7;7;7;7;8;7;7;7;7;30;40;7;1;9;0.05;3;4;1;NA;31;3;0;1;NA;6;1;1;1;213;6;NA;NA;NA
23-May-2020 11:41:00;589;SINGAPORE;EN-GB;7;8;7;8;9;8;9;9;9;9;9;10;9;10;10;20;55;25;8;5;2;4;2;9;9;2;2;2;2;2;8;9;8;0;0;7;8;9;8;8;8;10;9;7;7;7;8;7;3;8;4;8;6;3;1;1;3;4;1;10;8;4;1;4;7;0;7;7;8;20;30;1;4;8;25;3;7;1;NA;28;3;0;1;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 11:41:00;814;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;0;70;30;10;10;10;10;10;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;0;10;0;10;10;0;10;10;10;0;10;10;0;10;10;10;0;0;10;16;10;50;300;4;1;NA;29;3;1;1;NA;1;1;1;1;213;0;NA;NA;NA
23-May-2020 11:41:00;434;SINGAPORE;EN-GB;6;3;8;6;2;3;1;8;6;2;3;2;1;8;7;75;10;15;3;7;7;7;2;3;2;6;7;3;6;8;7;6;7;6;9;3;2;7;2;7;3;10;1;6;4;3;7;3;4;8;7;2;9;7;3;6;2;6;7;8;6;4;0;8;4;0;6;10;3;30;10;3;3;8;150;30;3;1;NA;45;3;1;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 11:42:00;677;SINGAPORE;EN-GB;6;0;5;NA;NA;5;9;9;7;0;9;10;10;10;10;100;0;0;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;7;7;5;5;7;NA;NA;NA;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;5;1;10;50;333;16;1;NA;39;3;1;1;NA;6;2;1;1;213;5;NA;NA;NA
23-May-2020 11:42:00;941;SINGAPORE;EN-GB;10;0;10;10;10;5;5;9;9;0;8;8;9;9;9;50;0;50;3;4;2;7;5;8;5;0;0;0;0;5;9;7;10;1;3;10;5;8;8;8;8;9;6;6;5;6;6;6;3;5;7;8;5;3;5;0;5;5;1;10;9;1;5;5;8;2;5;2;6;10;10;5;12;7;50;3;2;2;NA;23;1;0;1;NA;9;1;1;1;213;0;NA;NA;NA
23-May-2020 11:43:00;768;SINGAPORE;EN-GB;8;0;4;9;10;6;7;10;10;5;7;4;3;6;4;90;10;0;6;4;0;0;0;7;8;0;0;0;0;7;9;10;10;0;2;7;5;6;6;5;6;9;7;6;7;7;6;10;6;7;5;3;3;5;6;7;4;2;7;8;10;3;0;2;2;3;2;5;9;30;70;5;16;4;50;300;4;2;NA;31;2;0;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 11:43:00;569;SINGAPORE;EN-GB;7;3;7;7;4;7;6;4;7;7;7;7;3;7;7;80;10;10;7;4;7;7;3;7;3;8;8;3;6;3;7;7;3;7;4;7;3;7;4;7;3;7;8;4;7;3;7;6;7;7;4;3;8;7;4;7;3;3;7;7;7;3;7;6;3;7;7;4;7;30;70;8;10;7;120;300;4;2;NA;38;3;2;1;NA;8;1;2;2;213;8;NA;NA;NA
23-May-2020 11:43:00;646;SINGAPORE;EN-GB;8;1;8;8;10;10;10;10;8;2;8;8;3;7;8;100;0;0;8;8;3;3;6;8;8;6;3;3;3;2;8;8;8;1;2;3;3;6;6;8;6;7;8;8;7;7;8;8;7;7;2;2;8;1;1;2;6;6;2;7;7;7;2;7;4;2;7;7;6;10;20;1;6;7;25;3;7;1;NA;25;1;0;1;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 11:44:00;792;SINGAPORE;EN-GB;10;0;10;10;10;8;8;10;9;0;10;10;10;10;10;30;40;30;2;3;0;7;5;10;10;0;0;0;0;2;9;9;9;0;0;6;6;7;8;5;6;6;7;8;2;9;9;9;3;7;10;8;7;8;7;9;10;8;2;8;7;3;8;7;7;2;5;5;8;40;20;7;3;6;25;3;NA;2;NA;30;1;0;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 11:44:00;949;SINGAPORE;EN-GB;7;0;3;8;6;6;7;6;3;7;7;6;3;8;7;100;0;0;6;6;3;7;5;6;2;0;0;0;0;3;8;8;8;2;4;2;2;8;6;4;5;8;8;8;7;6;7;7;4;4;7;6;7;4;6;3;5;4;2;7;7;3;3;7;5;4;4;6;5;50;50;3;9;7;25;300;7;1;NA;33;1;0;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 11:44:00;764;SINGAPORE;EN-GB;10;0;8;10;10;7;7;10;8;2;5;3;3;1;7;10;45;45;3;5;NA;7;6;10;8;3;1;4;4;4;7;7;7;3;3;6;6;9;7;7;7;7;6;6;7;7;7;7;7;7;4;2;4;6;7;6;8;4;1;8;8;7;3;6;6;3;6;6;6;70;70;6;4;7;25;3;4;1;NA;19;1;0;4;NA;5;1;1;1;213;NA;NA;NA;NA
23-May-2020 11:44:00;1104;SINGAPORE;EN-GB;10;0;10;10;10;9;10;10;8;2;9;10;4;10;10;60;20;20;7;7;5;9;6;8;6;9;9;5;5;3;10;10;10;0;0;6;6;8;9;6;7;8;9;7;3;8;8;6;8;8;3;2;8;0;6;1;6;2;1;10;10;5;0;5;5;0;5;0;9;10;30;5;10;10;25;3;7;1;NA;54;1;0;1;NA;6;1;1;1;213;0;NA;NA;NA
