RecordDate;Duration_sec;Country;Language;physical_contact__1;physical_contact__2;physical_contact__3;physical_contact__4;physical_contact__5;physical_hygiene__1;physical_hygiene__2;physical_hygiene__3;physical_hygiene__4;physical_hygiene__5;policy_support__1;policy_support__2;policy_support__3;policy_support__4;policy_support__5;generosity__1;generosity__2;generosity__3;psych_wellbeing1;psych_wellbeing2;collective_narcis__1;collective_narcis__2;collective_narcis__3;national_identity__1;national_identity__2;Conspiracy_theories__1;Conspiracy_theories__2;Conspiracy_theories__3;Conspiracy_theories__4;open_mindedness__1;open_mindedness__2;open_mindedness__3;open_mindedness__4;open_mindedness__5;open_mindedness__6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging__1;social_belonging__2;social_belonging__3;social_belonging__4;trait_self.control__1;trait_self.control__2;trait_self.control__3;trait_self.control__4;Self.esteem;Narcissism__1;Narcissism__2;Narcissism__3;Narcissism__4;Narcissism__5;Narcissism__6;Moral_ID__1;Moral_ID__2;Moral_ID__3;Moral_ID__4;Moral_ID__5;Moral_ID__6;Moral_ID__7;Moral_ID__8;Moral_ID__9;Moral_ID__10;risk_perception__1;risk_perception__2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;Ladder;urban;tested_positive;know_tested_positive;AttCheck_nobots;AttCheck2;;;
23-May-2020 12:00:00;573;SINGAPORE;EN-GB;10;0;10;10;10;8;8;8;9;1;8;10;10;10;10;50;30;20;8;8;2;9;7;10;8;1;1;1;1;1;8;9;9;1;1;9;7;10;8;7;9;10;8;9;7;9;7;10;9;10;1;2;7;0;8;9;10;4;2;10;10;1;1;9;9;3;1;1;8;30;30;4;4;7;25;3;7;1;NA;29;1;0;1;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 12:00:00;410;SINGAPORE;EN-GB;10;10;9;10;10;9;10;10;7;8;6;9;7;9;10;50;50;0;8;8;4;7;7;9;9;0;0;0;0;5;9;8;9;2;5;9;7;9;8;8;9;8;9;9;8;8;9;10;8;9;2;2;8;6;5;2;2;7;2;10;9;8;1;7;7;2;8;7;9;10;10;7;7;9;25;3;7;2;NA;31;3;2;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 12:00:00;738;SINGAPORE;EN-GB;9;1;3;9;10;6;8;7;6;8;3;7;10;10;10;70;30;0;3;5;5;5;7;10;10;5;2;2;2;3;8;8;8;4;4;6;6;8;7;6;6;6;6;6;4;5;5;6;6;6;6;4;7;6;6;6;6;1;7;9;9;6;0;6;6;1;6;6;10;50;50;5;3;6;50;3;4;1;NA;40;3;1;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 12:01:00;778;SINGAPORE;EN-GB;10;0;10;9;10;10;10;10;2;7;9;10;7;10;10;90;10;0;6;6;0;10;4;10;8;0;0;0;0;3;10;10;10;0;0;3;3;4;4;0;2;3;6;4;3;6;6;4;7;7;6;8;4;0;2;6;3;2;2;10;8;5;0;3;6;4;0;0;8;20;20;2;14;7;25;3;7;1;NA;29;1;0;1;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 12:01:00;1393;SINGAPORE;EN-GB;10;1;7;8;9;8;8;10;7;6;7;8;6;6;7;40;30;30;4;7;6;8;6;8;8;5;7;5;5;7;7;6;3;5;6;6;6;5;7;5;6;4;8;8;6;7;6;7;6;7;4;6;6;6;4;6;5;5;5;7;6;6;7;5;4;4;7;7;7;30;50;5;7;6;50;3;4;1;NA;35;3;1;1;NA;8;1;1;1;213;0;NA;NA;NA
23-May-2020 12:01:00;686;SINGAPORE;EN-GB;10;1;5;10;10;10;10;10;10;10;5;10;3;10;10;90;10;0;7;6;5;8;5;10;5;8;8;0;0;10;10;10;10;0;5;5;5;5;5;5;5;5;9;5;5;5;5;8;7;9;5;6;8;5;9;5;7;5;0;8;8;5;1;5;5;5;5;5;9;0;20;5;1;5;50;300;4;1;NA;21;1;0;2;NA;6;1;1;1;213;6;NA;NA;NA
23-May-2020 12:01:00;881;SINGAPORE;EN-GB;9;1;3;9;9;7;4;7;3;3;4;8;3;9;8;50;50;0;9;8;5;7;5;10;9;1;1;0;0;1;10;9;10;0;0;8;5;5;4;3;8;10;8;6;8;3;6;5;8;9;7;5;7;3;6;0;7;7;0;10;10;3;0;7;7;0;2;3;10;60;70;5;4;8;25;3;7;1;NA;39;3;2;1;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 12:02:00;940;SINGAPORE;EN-GB;10;0;10;10;10;5;6;10;0;8;5;5;0;5;8;80;10;10;5;3;0;7;5;10;10;0;0;0;0;3;8;9;8;0;3;8;8;7;8;8;6;9;7;8;5;8;8;8;7;7;3;3;7;0;2;5;5;3;2;7;7;5;1;8;5;4;6;5;6;0;0;5;3;7;25;300;7;1;NA;19;1;0;4;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 12:02:00;1163;SINGAPORE;EN-GB;8;1;2;8;10;10;10;10;9;7;5;5;5;5;5;70;15;15;3;3;5;5;5;7;7;7;6;6;6;5;8;8;8;2;5;5;5;5;5;5;5;4;4;5;5;5;5;5;8;6;2;2;5;5;6;5;5;5;3;7;7;7;2;6;6;6;6;6;7;60;60;5;15;6;25;3;7;2;NA;25;1;0;2;NA;8;1;1;1;213;5;NA;NA;NA
23-May-2020 12:02:00;1881;SINGAPORE;EN-GB;10;0;9;9;10;5;5;9;9;7;5;5;4;5;8;40;60;0;7;5;6;6;5;8;8;5;5;5;5;5;8;8;8;2;1;5;6;7;5;8;8;10;7;7;6;6;6;7;6;7;3;2;6;6;6;1;5;5;3;9;8;5;0;7;5;1;6;5;6;20;30;5;16;8;50;300;2;1;NA;29;1;0;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 12:02:00;1681;SINGAPORE;EN-GB;8;8;8;8;8;7;8;8;7;7;7;7;8;7;8;50;25;25;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;8;8;7;8;8;7;7;8;8;8;8;8;8;8;8;8;7;8;8;8;8;8;8;7;7;8;7;7;8;7;7;7;8;80;70;8;1;8;50;300;4;1;NA;37;3;2;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 12:02:00;1376;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;80;10;10;5;3;5;0;0;10;5;5;3;0;5;10;10;10;10;0;0;5;5;5;5;5;5;5;8;8;5;5;5;10;10;10;0;10;8;5;2;2;10;2;0;10;10;5;0;5;5;0;0;0;5;50;50;5;1;4;50;300;4;2;NA;28;3;0;1;NA;9;1;1;1;213;0;NA;NA;NA
23-May-2020 12:02:00;460;SINGAPORE;EN-GB;8;8;8;10;10;9;10;10;10;0;1;6;3;5;5;60;10;30;8;4;0;2;0;5;1;2;1;5;5;2;8;10;10;3;3;8;8;8;7;8;8;8;6;7;6;9;8;8;2;7;5;4;8;2;3;2;5;5;1;5;9;8;1;3;5;5;5;7;8;0;20;8;2;10;25;3;6;1;NA;37;3;1;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 12:03:00;465;SINGAPORE;EN-GB;7;6;8;8;10;6;6;8;2;2;7;7;4;10;8;100;0;0;5;7;3;4;4;9;7;0;0;0;0;3;7;7;7;3;4;8;7;5;7;3;7;9;6;6;4;7;7;6;7;6;6;7;7;4;7;4;6;4;6;9;7;7;1;1;2;3;2;6;7;10;10;3;4;6;25;3;7;1;NA;30;3;0;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 12:03:00;883;SINGAPORE;EN-GB;10;0;10;10;10;9;10;10;10;8;7;10;2;10;10;30;50;20;4;6;3;7;5;8;7;1;0;0;0;0;9;8;8;0;2;9;8;9;7;3;5;2;9;7;8;8;9;10;7;7;9;8;6;0;5;4;9;1;2;10;10;1;0;4;6;0;1;7;9;20;10;6;10;4;25;300;7;2;NA;23;1;0;1;NA;4;1;1;2;213;0;NA;NA;NA
23-May-2020 12:03:00;719;SINGAPORE;EN-GB;6;0;3;7;9;7;7;7;7;2;10;1;2;2;2;0;100;0;6;6;6;6;3;10;10;7;7;7;2;4;9;3;2;1;2;7;7;8;8;7;7;7;7;7;7;8;8;8;7;7;8;3;3;6;3;0;6;6;0;8;8;7;3;7;8;8;8;8;7;20;20;5;2;6;25;300;4;1;NA;25;2;0;1;NA;5;1;1;1;213;6;NA;NA;NA
23-May-2020 12:03:00;1812;SINGAPORE;EN-GB;9;1;8;9;8;6;8;8;6;1;3;4;2;10;7;0;100;0;7;7;5;7;5;9;9;5;1;1;1;3;9;9;9;2;7;5;5;6;7;5;6;8;7;8;7;7;7;7;5;6;6;6;7;3;3;3;7;7;3;8;7;5;0;6;5;2;5;6;8;10;10;4;7;7;50;3;7;2;NA;49;1;1;3;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 12:04:00;1670;SINGAPORE;EN-GB;9;0;6;8;10;7;7;5;8;5;10;9;5;10;10;100;0;0;5;4;2;5;5;8;5;1;3;0;1;5;10;9;9;0;0;7;7;7;10;5;3;0;4;5;5;5;5;5;5;5;5;10;0;5;7;4;5;0;1;8;5;0;0;5;5;1;5;5;6;30;30;1;11;5;50;300;4;2;NA;31;1;0;3;NA;8;1;1;1;213;0;NA;NA;NA
23-May-2020 12:04:00;925;SINGAPORE;EN-GB;10;0;8;10;10;10;10;10;8;0;9;9;7;9;8;70;30;0;7;7;9;9;9;8;8;NA;4;1;1;9;2;3;9;3;4;8;8;8;8;1;4;0;9;1;9;9;9;10;3;9;2;0;7;8;8;2;8;8;2;8;8;8;8;8;8;8;8;8;8;0;20;6;12;8;50;900;4;1;NA;53;3;2;1;NA;4;1;1;1;213;8;NA;NA;NA
23-May-2020 12:04:00;685;SINGAPORE;EN-GB;10;8;10;10;10;10;10;10;10;10;10;10;10;10;10;20;20;60;8;7;9;10;9;10;10;10;10;10;10;8;10;10;9;10;10;7;8;10;8;8;9;7;10;10;10;10;9;9;10;10;9;10;10;10;10;10;10;10;10;10;9;10;10;10;9;10;10;10;10;100;90;8;14;10;50;1;4;1;NA;22;1;0;1;NA;1;1;1;2;213;10;NA;NA;NA
23-May-2020 12:04:00;1814;SINGAPORE;EN-GB;8;0;7;8;10;3;3;2;2;3;4;10;7;8;10;70;30;0;2;5;5;5;6;10;10;0;0;0;0;10;9;8;10;4;7;5;5;6;5;5;6;6;6;6;7;4;5;5;3;5;5;7;5;6;5;5;5;5;3;10;10;8;0;3;3;3;4;9;8;50;60;6;11;5;25;3;7;2;NA;39;3;1;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 12:04:00;1075;SINGAPORE;EN-GB;10;0;10;10;10;3;8;7;8;3;4;8;8;10;10;80;10;10;4;4;3;6;6;10;8;2;0;0;0;3;6;6;10;0;2;8;7;8;6;7;6;9;4;4;4;4;4;5;4;3;7;8;3;7;6;6;8;0;0;10;10;5;0;7;7;3;3;4;8;20;20;5;11;5;25;3;7;2;NA;22;2;0;4;NA;7;3;1;1;213;0;NA;NA;NA
23-May-2020 12:05:00;739;SINGAPORE;EN-GB;10;0;5;10;10;9;9;7;7;7;8;10;3;10;10;50;5;45;4;4;0;5;1;0;5;1;1;1;1;2;9;8;10;2;3;7;8;10;5;6;2;5;3;3;0;0;1;5;9;10;2;5;9;9;10;2;6;5;7;6;4;4;5;7;10;10;1;1;0;40;30;4;16;7;50;300;16;2;NA;25;1;0;1;NA;8;1;1;1;213;0;NA;NA;NA
23-May-2020 12:05:00;1225;SINGAPORE;EN-GB;6;4;6;4;6;6;6;6;6;5;6;6;6;6;8;20;70;10;4;6;6;5;4;7;7;5;5;5;5;NA;5;5;5;6;5;6;6;6;6;6;6;6;5;6;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5;5;5;6;4;6;6;6;6;20;30;5;1;5;50;3;1;1;NA;63;3;2;1;NA;10;2;1;1;213;6;NA;NA;NA
23-May-2020 12:05:00;2111;SINGAPORE;EN-GB;9;0;9;8;0;9;10;10;7;1;8;9;8;10;10;100;0;0;1;2;5;7;5;9;9;5;5;5;5;3;10;10;9;0;2;7;7;9;9;6;6;6;3;8;4;7;7;5;6;1;9;7;4;6;8;5;6;6;9;9;9;4;0;6;5;1;6;2;9;10;20;5;3;4;50;300;4;2;NA;48;3;0;3;NA;8;1;1;1;213;0;NA;NA;NA
23-May-2020 12:06:00;444;SINGAPORE;EN-GB;8;7;8;8;8;7;7;8;8;6;9;8;8;7;7;50;30;20;6;7;7;7;7;6;7;6;6;6;6;8;9;8;8;9;8;10;10;10;9;8;8;7;10;10;7;7;8;8;9;8;8;8;7;7;7;8;7;7;7;7;8;7;8;8;9;7;6;7;6;80;80;7;10;8;50;100;3;2;NA;27;2;1;3;NA;1;1;1;1;213;7;NA;NA;NA
23-May-2020 12:06:00;2525;SINGAPORE;EN-GB;8;8;8;8;8;8;9;10;9;8;9;8;9;9;8;30;30;40;10;8;8;9;8;9;9;9;8;9;9;8;8;9;8;9;9;9;9;8;9;9;9;9;8;8;8;9;10;9;8;8;8;8;7;9;9;9;10;9;8;9;9;8;9;9;9;9;8;9;9;80;90;7;10;8;50;180;0.5;1;NA;62;3;0;2;NA;6;1;1;1;213;9;NA;NA;NA
23-May-2020 12:07:00;1818;SINGAPORE;EN-GB;10;0;8;7;10;10;8;8;8;5;10;7;0;8;8;90;10;0;2;3;3;3;3;8;8;0;0;0;0;4;10;7;8;0;5;7;7;10;6;7;8;9;2;2;2;2;2;2;4;6;6;3;2;3;3;6;10;1;6;8;7;6;1;3;4;3;1;0;6;10;20;5;11;6;25;3;7;1;NA;57;3;1;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 12:07:00;1470;SINGAPORE;EN-GB;2;0;5;4;10;9;10;10;2;8;8;10;10;10;10;40;25;35;0;0;0;7;3;10;9;6;3;0;8;2;10;10;10;0;2;9;7;10;5;5;7;10;0;0;4;0;3;5;7;8;10;5;0;0;0;0;0;0;0;9;4;1;0;1;0;5;0;0;8;20;50;4;3;5;50;100;4;2;NA;21;1;0;3;NA;9;1;1;1;213;0;NA;NA;NA
23-May-2020 12:07:00;1012;SINGAPORE;EN-GB;8;1;7;7;7;4;10;8;0;8;8;10;10;10;9;0;50;50;7;3;1;1;0;10;7;6;3;3;2;6;3;7;6;2;7;5;6;9;7;7;2;3;2;3;6;2;7;8;4;7;3;10;0;7;2;0;3;7;2;6;7;0;7;7;8;10;7;2;3;100;80;2;16;5;50;300;28;1;NA;45;3;1;1;NA;8;1;1;1;213;0;NA;NA;NA
23-May-2020 12:07:00;1770;SINGAPORE;EN-GB;8;0;2;6;9;9;9;10;1;3;8;10;2;8;4;100;0;0;6;7;6;6;2;0;0;3;3;0;0;3;10;9;9;1;2;6;4;8;5;8;2;0;7;8;4;6;7;6;4;6;6;2;7;3;3;3;4;3;7;8;8;2;2;3;4;1;4;4;4;10;10;8;4;8;50;3;4;1;NA;83;1;2;5;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 12:08:00;550;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;10;0;3;3;10;10;10;50;50;0;6;4;0;0;0;10;10;10;10;0;10;0;10;10;10;0;0;6;6;10;6;10;10;10;0;0;4;6;4;3;0;2;10;10;4;4;4;0;10;4;0;4;4;4;0;10;10;0;0;10;10;40;100;4;16;6;50;300;4;1;NA;44;1;0;3;NA;9;1;1;1;213;4;NA;NA;NA
23-May-2020 12:08:00;872;SINGAPORE;EN-GB;4;3;4;3;4;8;9;7;8;8;8;7;8;7;8;20;30;50;7;6;9;8;9;8;8;3;4;4;4;7;4;7;3;2;8;8;7;8;7;8;8;7;8;7;8;7;7;8;8;7;3;2;9;8;8;8;8;8;3;8;7;8;9;8;8;8;8;8;8;30;70;8;15;8;50;300;7;1;NA;36;3;2;1;NA;6;1;1;1;213;8;NA;NA;NA
23-May-2020 12:08:00;899;SINGAPORE;EN-GB;9;0;9;8;9;7;8;6;6;7;7;8;4;10;9;85;10;5;7;4;3;5;4;7;3;2;2;2;3;2;5;8;4;2;5;7;7;7;7;6;6;6;3;7;5;6;6;7;4;4;4;7;3;6;7;6;8;5;4;9;8;4;0;3;4;1;7;7;10;20;30;3;14;7;25;3;7;2;NA;20;1;0;4;NA;5;1;1;1;213;4;NA;NA;NA
23-May-2020 12:08:00;848;SINGAPORE;EN-GB;10;0;9;9;10;9;10;8;7;9;10;10;3;10;10;50;50;0;7;5;5;8;6;9;9;1;0;1;1;10;10;10;10;2;0;9;10;10;8;4;6;3;3;3;7;8;8;8;10;8;5;8;7;5;8;7;8;6;2;10;10;3;0;8;7;1;8;9;8;30;30;9;6;9;25;3;4;1;NA;31;1;0;1;NA;6;1;1;1;213;8;NA;NA;NA
23-May-2020 12:09:00;1096;SINGAPORE;EN-GB;10;0;10;10;10;8;8;8;8;8;10;10;1;6;8;60;40;0;3;6;0;8;0;8;0;0;0;0;0;0;10;10;10;0;0;0;0;9;9;5;3;3;3;3;7;7;7;9;1;5;7;6;1;0;0;8;0;0;5;7;6;4;2;6;5;3;6;6;5;50;20;1;9;6;25;100;7;2;NA;19;1;0;4;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 12:09:00;1248;SINGAPORE;EN-GB;10;0;8;10;10;9;9;8;8;9;7;8;8;8;8;70;30;0;7;7;7;8;7;9;7;0;0;0;0;2;10;9;9;7;1;6;6;6;6;6;6;7;8;9;4;3;7;8;0;10;1;1;9;8;5;2;6;3;2;10;9;2;1;6;5;7;7;8;7;20;70;7;2;9;50;300;NA;1;NA;65;3;1;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 12:10:00;343;SINGAPORE;EN-GB;9;9;8;10;10;9;9;10;7;7;9;10;9;10;10;100;0;0;7;7;7;8;8;10;9;1;2;1;2;3;8;7;7;3;3;7;8;8;7;8;7;8;7;8;8;9;8;10;9;7;8;2;8;7;7;3;7;7;3;9;8;9;2;8;8;2;8;8;9;10;20;7;10;9;25;3;7;2;NA;41;3;2;1;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 12:10:00;1598;SINGAPORE;EN-GB;8;0;8;8;9;8;8;8;7;9;8;8;8;8;9;0;100;0;8;8;5;5;5;9;9;1;1;1;1;0;10;9;10;0;0;8;8;8;8;7;8;8;9;8;8;7;9;8;9;8;2;1;8;2;7;3;7;7;5;8;8;5;0;7;7;1;7;6;8;50;50;5;4;7;25;3;6;1;NA;49;3;4;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 12:11:00;1086;SINGAPORE;EN-GB;10;0;10;10;10;8;7;9;5;3;4;4;2;6;7;50;50;0;4;2;2;6;6;9;9;6;3;3;5;3;8;8;8;1;2;8;9;9;9;7;5;7;7;7;8;8;8;8;7;7;8;5;7;6;5;4;7;3;5;8;7;1;1;5;5;3;3;6;8;80;80;3;4;7;25;3;2;1;NA;31;1;0;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 12:11:00;393;SINGAPORE;EN-GB;7;8;2;6;4;7;4;7;7;4;3;7;3;7;7;10;20;70;7;7;7;3;6;7;3;7;3;8;7;7;3;7;3;7;3;7;3;7;7;3;7;7;8;3;8;3;7;3;7;3;8;6;7;8;7;3;7;4;7;7;7;3;7;7;4;8;4;7;3;80;30;7;13;8;130;200;6;2;NA;28;2;1;1;NA;4;1;2;2;213;0;NA;NA;NA
23-May-2020 12:12:00;580;SINGAPORE;EN-GB;9;0;10;10;10;7;6;6;6;7;6;6;10;6;7;100;0;0;7;7;7;6;6;10;10;5;5;5;5;10;5;5;5;5;5;3;9;10;8;9;8;8;6;5;6;6;8;7;6;6;6;6;4;6;3;4;6;7;6;6;6;6;6;6;6;3;5;5;5;60;60;5;3;6;25;3;4;1;NA;24;1;0;1;NA;2;1;1;1;213;6;NA;NA;NA
23-May-2020 12:12:00;981;SINGAPORE;EN-GB;8;2;7;9;9;8;8;9;7;4;8;9;7;8;8;80;20;0;6;7;4;4;4;10;10;2;2;2;0;6;7;7;7;3;3;7;7;8;7;7;7;6;7;7;6;6;7;8;7;8;4;1;7;3;4;4;5;5;3;7;7;7;2;6;5;4;3;4;6;30;50;5;5;7;50;3;7;2;NA;65;3;2;5;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 12:13:00;635;SINGAPORE;EN-GB;7;0;7;7;9;5;5;6;5;6;3;7;8;8;9;100;0;0;7;6;3;6;5;9;8;0;0;0;0;8;8;8;6;2;5;4;3;6;5;4;5;6;7;7;4;6;6;6;8;7;5;3;6;4;3;5;5;3;5;5;4;3;4;5;4;5;3;3;5;30;40;4;3;7;25;3;7;1;NA;51;1;0;1;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 12:13:00;883;SINGAPORE;EN-GB;8;0;8;8;9;8;8;8;8;0;8;8;9;10;9;80;20;0;7;7;7;7;7;8;8;5;5;5;4;7;7;8;7;6;7;8;7;7;7;6;7;7;8;8;8;8;8;9;7;9;6;3;8;5;7;4;8;5;2;7;7;7;7;7;7;7;7;7;6;30;50;6;1;7;50;100;16;1;NA;53;3;2;1;NA;6;1;1;1;213;7;NA;NA;NA
23-May-2020 12:13:00;598;SINGAPORE;EN-GB;10;0;10;10;10;5;8;8;8;8;5;5;5;8;10;40;50;10;8;8;2;8;5;10;9;0;0;0;0;3;8;8;8;1;3;7;7;7;7;4;6;5;9;9;8;7;7;8;10;10;2;5;10;7;8;3;7;7;1;9;9;7;0;6;7;1;3;5;9;30;30;6;16;10;25;300;7;2;NA;23;1;0;4;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 12:13:00;1145;SINGAPORE;EN-GB;10;2;9;9;9;3;3;3;3;3;8;10;10;10;10;100;0;0;4;3;3;3;3;4;1;2;2;2;2;5;1;7;8;2;3;4;3;8;8;6;4;7;3;3;5;5;4;4;6;6;3;7;7;3;2;4;4;3;3;7;5;3;2;5;3;3;3;2;3;60;70;8;16;4;50;300;4;1;NA;34;3;0;1;NA;8;1;1;1;213;0;NA;NA;NA
23-May-2020 12:13:00;912;SINGAPORE;EN-GB;8;0;7;7;10;7;8;9;8;1;10;10;10;10;10;100;0;0;1;2;0;2;3;2;1;0;0;0;0;10;10;10;10;0;5;8;3;8;8;7;7;6;7;10;9;9;10;10;10;9;0;0;10;0;4;4;5;7;9;6;4;4;6;5;5;9;5;5;2;20;30;5;1;4;50;3;4;1;NA;50;3;2;1;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 12:13:00;2054;SINGAPORE;EN-GB;8;0;10;10;10;10;10;10;10;9;10;10;10;10;10;80;10;10;8;5;7;6;5;10;10;0;0;0;0;0;10;10;10;2;0;8;10;10;7;7;7;0;4;3;8;8;9;10;9;9;0;0;1;0;2;0;4;5;4;9;9;0;0;5;5;0;5;8;0;90;90;7;10;4;50;300;8;1;NA;73;3;0;1;NA;4;1;1;2;213;0;NA;NA;NA
23-May-2020 12:13:00;2080;SINGAPORE;EN-GB;8;3;8;8;8;7;7;5;6;5;5;5;8;8;10;90;10;0;5;3;3;3;3;5;5;5;5;5;5;3;8;8;8;3;5;8;5;8;7;5;5;3;3;3;5;5;5;3;8;7;5;2;3;5;5;5;5;2;5;5;5;5;3;5;5;2;5;5;6;10;10;5;4;7;25;3;7;2;NA;39;3;3;2;NA;8;1;1;1;213;0;NA;NA;NA
23-May-2020 12:14:00;1698;SINGAPORE;EN-GB;10;0;8;10;10;8;7;10;4;8;10;9;4;10;10;70;20;10;7;8;6;6;4;8;8;3;0;0;1;8;10;9;10;1;2;9;9;9;9;7;3;1;8;8;8;8;8;8;7;7;7;8;7;3;3;2;3;5;3;9;8;1;0;3;2;0;1;1;10;70;80;6;11;7;25;3;7;1;NA;32;3;0;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 12:14:00;1029;SINGAPORE;EN-GB;8;8;8;8;7;8;8;8;7;7;7;6;5;8;7;80;10;10;7;8;8;7;6;8;7;8;5;6;7;8;7;8;5;7;7;7;3;6;7;5;6;7;8;7;7;7;7;7;7;7;8;8;4;9;8;4;6;3;1;7;6;7;5;7;6;6;6;6;6;70;80;8;5;3;NA;NA;NA;1;NA;47;1;0;3;NA;8;1;1;1;213;7;NA;NA;NA
23-May-2020 12:14:00;2228;SINGAPORE;EN-GB;10;0;9;9;9;9;8;9;8;9;10;10;10;10;10;30;40;30;9;8;7;8;8;10;10;0;0;0;0;1;1;8;9;9;9;8;8;7;8;8;7;8;9;9;8;9;9;10;8;9;6;2;8;9;9;6;9;9;8;8;9;4;6;8;9;1;8;7;8;10;10;2;1;5;50;3;4;1;NA;64;3;3;5;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 12:14:00;781;SINGAPORE;EN-GB;9;1;10;10;10;5;5;5;5;0;9;9;9;8;8;90;5;5;7;7;5;4;5;6;7;2;2;2;2;7;7;7;5;1;5;7;7;6;6;7;7;7;6;7;5;5;5;5;4;5;5;2;5;7;8;8;8;6;3;6;6;7;2;5;2;3;5;7;7;70;90;5;16;7;50;300;4;1;NA;45;3;1;1;NA;6;1;2;2;213;0;NA;NA;NA
23-May-2020 12:15:00;595;SINGAPORE;EN-GB;6;3;5;5;5;7;6;6;5;7;6;3;3;7;6;80;20;0;4;4;5;5;4;7;5;2;5;2;1;4;6;7;6;3;5;5;5;5;5;5;5;5;5;4;3;3;4;5;3;4;6;7;4;4;4;5;4;4;4;5;5;5;5;5;5;5;5;5;5;50;50;4;10;5;25;100;5;1;NA;23;1;0;4;NA;6;1;1;1;213;3;NA;NA;NA
23-May-2020 12:16:00;1774;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;7;10;10;10;10;10;10;0;100;0;8;7;5;10;5;0;0;0;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;8;0;10;8;5;0;10;5;0;10;10;10;0;10;10;0;8;8;10;0;0;5;16;8;50;3;7;1;NA;45;3;1;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 12:16:00;924;SINGAPORE;EN-GB;9;2;8;8;8;7;8;8;8;8;8;8;6;8;8;20;80;0;7;6;8;8;8;9;9;5;5;5;5;7;7;8;8;5;4;6;6;7;7;6;6;6;6;7;5;5;5;6;6;6;9;4;6;4;5;4;6;5;4;6;6;5;4;5;4;4;6;5;7;30;30;6;1;8;50;1;4;2;NA;57;1;0;2;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 12:16:00;2269;SINGAPORE;EN-GB;10;0;10;9;10;9;9;10;7;9;8;10;9;10;9;50;30;20;8;8;2;5;3;10;10;0;0;0;0;3;8;8;8;2;3;9;9;9;8;9;8;9;8;8;8;8;8;9;6;7;5;2;8;3;2;3;5;3;1;10;8;6;0;8;8;0;8;8;10;50;70;6;9;5;25;3;7;1;NA;61;3;0;5;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 12:16:00;1850;SINGAPORE;EN-GB;7;7;7;8;10;9;8;7;8;8;10;7;10;10;10;60;25;15;9;9;9;4;7;9;9;10;9;8;9;1;9;9;9;0;0;7;8;9;8;7;8;7;9;10;8;9;9;10;10;9;8;0;9;8;9;6;9;9;0;9;9;7;0;9;8;0;9;7;9;0;80;9;1;9;50;3;4;1;NA;40;3;2;1;NA;4;1;2;2;213;0;NA;NA;NA
23-May-2020 12:17:00;746;SINGAPORE;EN-GB;8;0;8;8;10;5;5;5;2;0;8;10;5;10;10;100;0;0;1;3;8;8;6;9;9;5;2;2;1;8;6;5;5;5;7;7;5;8;8;5;5;7;1;2;2;4;4;4;2;2;7;3;4;3;4;5;6;2;5;7;5;5;2;6;5;5;3;3;5;70;70;8;1;7;25;3;4;1;NA;57;3;2;1;NA;8;1;1;1;213;0;NA;NA;NA
